Entry	Entry name	Status	Protein names	Organism	Length	Gene names  (primary )
Q02747	GUC2A_HUMAN	reviewed	Guanylin (Guanylate cyclase activator 2A) (Guanylate cyclase-activating protein 1) (Guanylate cyclase-activating protein I) (GCAP-I) [Cleaved into: HMW-guanylin; Guanylin]	Homo sapiens (Human)	115	GUCA2A
Q16661	GUC2B_HUMAN	reviewed	Guanylate cyclase activator 2B [Cleaved into: Guanylate cyclase C-activating peptide 2 (Guanylate cyclase C-activating peptide II) (GCAP-II); Uroguanylin (UGN)]	Homo sapiens (Human)	112	GUCA2B
P51654	GPC3_HUMAN	reviewed	Glypican-3 (GTR2-2) (Intestinal protein OCI-5) (MXR7) [Cleaved into: Secreted glypican-3]	Homo sapiens (Human)	580	GPC3
Q86YW7	GPHB5_HUMAN	reviewed	Glycoprotein hormone beta-5 (Thyrostimulin subunit beta)	Homo sapiens (Human)	130	GPHB5
P22352	GPX3_HUMAN	reviewed	Glutathione peroxidase 3 (GPx-3) (GSHPx-3) (EC 1.11.1.9) (Extracellular glutathione peroxidase) (Plasma glutathione peroxidase) (GPx-P) (GSHPx-P)	Homo sapiens (Human)	226	GPX3
Q9UGM5	FETUB_HUMAN	reviewed	Fetuin-B (16G2) (Fetuin-like protein IRL685) (Gugu)	Homo sapiens (Human)	382	FETUB
O15520	FGF10_HUMAN	reviewed	Fibroblast growth factor 10 (FGF-10) (Keratinocyte growth factor 2)	Homo sapiens (Human)	208	FGF10
O95750	FGF19_HUMAN	reviewed	Fibroblast growth factor 19 (FGF-19)	Homo sapiens (Human)	216	FGF19
Q9NSA1	FGF21_HUMAN	reviewed	Fibroblast growth factor 21 (FGF-21)	Homo sapiens (Human)	209	FGF21
Q8TAT2	FGFP3_HUMAN	reviewed	Fibroblast growth factor-binding protein 3 (FGF-BP3) (FGF-binding protein 3) (FGFBP-3)	Homo sapiens (Human)	258	FGFBP3
P00488	F13A_HUMAN	reviewed	Coagulation factor XIII A chain (Coagulation factor XIIIa) (EC 2.3.2.13) (Protein-glutamine gamma-glutamyltransferase A chain) (Transglutaminase A chain)	Homo sapiens (Human)	732	F13A1
P00740	FA9_HUMAN	reviewed	Coagulation factor IX (EC 3.4.21.22) (Christmas factor) (Plasma thromboplastin component) (PTC) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain]	Homo sapiens (Human)	461	F9
P98173	FAM3A_HUMAN	reviewed	Protein FAM3A (Cytokine-like protein 2-19)	Homo sapiens (Human)	230	FAM3A
P23142	FBLN1_HUMAN	reviewed	Fibulin-1 (FIBL-1)	Homo sapiens (Human)	703	FBLN1
O95967	FBLN4_HUMAN	reviewed	EGF-containing fibulin-like extracellular matrix protein 2 (Fibulin-4) (FIBL-4) (Protein UPH1)	Homo sapiens (Human)	443	EFEMP2
Q9UBX5	FBLN5_HUMAN	reviewed	Fibulin-5 (FIBL-5) (Developmental arteries and neural crest EGF-like protein) (Dance) (Urine p50 protein) (UP50)	Homo sapiens (Human)	448	FBLN5
P02765	FETUA_HUMAN	reviewed	Alpha-2-HS-glycoprotein (Alpha-2-Z-globulin) (Ba-alpha-2-glycoprotein) (Fetuin-A) [Cleaved into: Alpha-2-HS-glycoprotein chain A; Alpha-2-HS-glycoprotein chain B]	Homo sapiens (Human)	367	AHSG
O76093	FGF18_HUMAN	reviewed	Fibroblast growth factor 18 (FGF-18) (zFGF5)	Homo sapiens (Human)	207	FGF18
Q9HCT0	FGF22_HUMAN	reviewed	Fibroblast growth factor 22 (FGF-22)	Homo sapiens (Human)	170	FGF22
Q02985	FHR3_HUMAN	reviewed	Complement factor H-related protein 3 (FHR-3) (DOWN16) (H factor-like protein 3)	Homo sapiens (Human)	330	CFHR3
Q9BXR6	FHR5_HUMAN	reviewed	Complement factor H-related protein 5 (FHR-5)	Homo sapiens (Human)	569	CFHR5
Q8N5W8	FA24B_HUMAN	reviewed	Protein FAM24B	Homo sapiens (Human)	94	FAM24B
P58499	FAM3B_HUMAN	reviewed	Protein FAM3B (Cytokine-like protein 2-21) (Pancreatic-derived factor) (PANDER)	Homo sapiens (Human)	235	FAM3B
P12034	FGF5_HUMAN	reviewed	Fibroblast growth factor 5 (FGF-5) (Heparin-binding growth factor 5) (HBGF-5) (Smag-82)	Homo sapiens (Human)	268	FGF5
P10767	FGF6_HUMAN	reviewed	Fibroblast growth factor 6 (FGF-6) (Heparin secretory-transforming protein 2) (HST-2) (HSTF-2) (Heparin-binding growth factor 6) (HBGF-6)	Homo sapiens (Human)	208	FGF6
P22455	FGFR4_HUMAN	reviewed	Fibroblast growth factor receptor 4 (FGFR-4) (EC 2.7.10.1) (CD antigen CD334)	Homo sapiens (Human)	802	FGFR4
O60667	FAIM3_HUMAN	reviewed	Fas apoptotic inhibitory molecule 3 (IgM Fc fragment receptor) (Regulator of Fas-induced apoptosis Toso)	Homo sapiens (Human)	390	FCMR
Q92520	FAM3C_HUMAN	reviewed	Protein FAM3C (Interleukin-like EMT inducer)	Homo sapiens (Human)	227	FAM3C
P06734	FCER2_HUMAN	reviewed	Low affinity immunoglobulin epsilon Fc receptor (BLAST-2) (C-type lectin domain family 4 member J) (Fc-epsilon-RII) (Immunoglobulin E-binding factor) (Lymphocyte IgE receptor) (CD antigen CD23) [Cleaved into: Low affinity immunoglobulin epsilon Fc receptor membrane-bound form; Low affinity immunoglobulin epsilon Fc receptor soluble form]	Homo sapiens (Human)	321	FCER2
O00602	FCN1_HUMAN	reviewed	Ficolin-1 (Collagen/fibrinogen domain-containing protein 1) (Ficolin-A) (Ficolin-alpha) (M-ficolin)	Homo sapiens (Human)	326	FCN1
O43320	FGF16_HUMAN	reviewed	Fibroblast growth factor 16 (FGF-16)	Homo sapiens (Human)	207	FGF16
P05230	FGF1_HUMAN	reviewed	Fibroblast growth factor 1 (FGF-1) (Acidic fibroblast growth factor) (aFGF) (Endothelial cell growth factor) (ECGF) (Heparin-binding growth factor 1) (HBGF-1)	Homo sapiens (Human)	155	FGF1
P08620	FGF4_HUMAN	reviewed	Fibroblast growth factor 4 (FGF-4) (Heparin secretory-transforming protein 1) (HST) (HST-1) (HSTF-1) (Heparin-binding growth factor 4) (HBGF-4) (Transforming protein KS3)	Homo sapiens (Human)	206	FGF4
P55075	FGF8_HUMAN	reviewed	Fibroblast growth factor 8 (FGF-8) (Androgen-induced growth factor) (AIGF) (Heparin-binding growth factor 8) (HBGF-8)	Homo sapiens (Human)	233	FGF8
Q5T1H1	EYS_HUMAN	reviewed	Protein eyes shut homolog (Epidermal growth factor-like protein 10) (EGF-like protein 10) (Epidermal growth factor-like protein 11) (EGF-like protein 11) (Protein spacemaker homolog)	Homo sapiens (Human)	3165	EYS
Q6UX46	F150B_HUMAN	reviewed	Protein FAM150B (Augmentor alpha) (AUG-alpha)	Homo sapiens (Human)	152	FAM150B
Q6UWF9	F180A_HUMAN	reviewed	Protein FAM180A	Homo sapiens (Human)	173	FAM180A
Q96LR4	F19A4_HUMAN	reviewed	Protein FAM19A4 (Chemokine-like protein TAFA-4)	Homo sapiens (Human)	140	FAM19A4
P24071	FCAR_HUMAN	reviewed	Immunoglobulin alpha Fc receptor (IgA Fc receptor) (CD antigen CD89)	Homo sapiens (Human)	287	FCAR
P98095	FBLN2_HUMAN	reviewed	Fibulin-2 (FIBL-2)	Homo sapiens (Human)	1184	FBLN2
Q12805	FBLN3_HUMAN	reviewed	EGF-containing fibulin-like extracellular matrix protein 1 (Extracellular protein S1-5) (Fibrillin-like protein) (Fibulin-3) (FIBL-3)	Homo sapiens (Human)	493	EFEMP1
Q53RD9	FBLN7_HUMAN	reviewed	Fibulin-7 (FIBL-7)	Homo sapiens (Human)	439	FBLN7
P35555	FBN1_HUMAN	reviewed	Fibrillin-1 [Cleaved into: Asprosin]	Homo sapiens (Human)	2871	FBN1
P35556	FBN2_HUMAN	reviewed	Fibrillin-2 [Cleaved into: Fibrillin-2 C-terminal peptide]	Homo sapiens (Human)	2912	FBN2
Q75N90	FBN3_HUMAN	reviewed	Fibrillin-3 [Cleaved into: Fibrillin-3 C-terminal peptide]	Homo sapiens (Human)	2809	FBN3
O75015	FCG3B_HUMAN	reviewed	Low affinity immunoglobulin gamma Fc region receptor III-B (Fc-gamma RIII-beta) (Fc-gamma RIII) (Fc-gamma RIIIb) (FcRIII) (FcRIIIb) (FcR-10) (IgG Fc receptor III-1) (CD antigen CD16b)	Homo sapiens (Human)	233	FCGR3B
Q9GZV9	FGF23_HUMAN	reviewed	Fibroblast growth factor 23 (FGF-23) (Phosphatonin) (Tumor-derived hypophosphatemia-inducing factor) [Cleaved into: Fibroblast growth factor 23 N-terminal peptide; Fibroblast growth factor 23 C-terminal peptide]	Homo sapiens (Human)	251	FGF23
P11487	FGF3_HUMAN	reviewed	Fibroblast growth factor 3 (FGF-3) (Heparin-binding growth factor 3) (HBGF-3) (Proto-oncogene Int-2)	Homo sapiens (Human)	239	FGF3
P22607	FGFR3_HUMAN	reviewed	Fibroblast growth factor receptor 3 (FGFR-3) (EC 2.7.10.1) (CD antigen CD333)	Homo sapiens (Human)	806	FGFR3
P02679	FIBG_HUMAN	reviewed	Fibrinogen gamma chain	Homo sapiens (Human)	453	FGG
Q9NZU0	FLRT3_HUMAN	reviewed	Leucine-rich repeat transmembrane protein FLRT3 (Fibronectin-like domain-containing leucine-rich transmembrane protein 3)	Homo sapiens (Human)	649	FLRT3
P49771	FLT3L_HUMAN	reviewed	Fms-related tyrosine kinase 3 ligand (Flt3 ligand) (Flt3L) (SL cytokine)	Homo sapiens (Human)	235	FLT3LG
Q6UXT8	F150A_HUMAN	reviewed	Protein FAM150A (Augmentor beta) (AUG-beta)	Homo sapiens (Human)	129	FAM150A
Q15485	FCN2_HUMAN	reviewed	Ficolin-2 (37 kDa elastin-binding protein) (Collagen/fibrinogen domain-containing protein 2) (EBP-37) (Ficolin-B) (Ficolin-beta) (Hucolin) (L-ficolin) (Serum lectin p35)	Homo sapiens (Human)	313	FCN2
Q7Z5A7	F19A5_HUMAN	reviewed	Protein FAM19A5 (Chemokine-like protein TAFA-5)	Homo sapiens (Human)	132	FAM19A5
P00451	FA8_HUMAN	reviewed	Coagulation factor VIII (Antihemophilic factor) (AHF) (Procoagulant component) [Cleaved into: Factor VIIIa heavy chain, 200 kDa isoform; Factor VIIIa heavy chain, 92 kDa isoform; Factor VIII B chain; Factor VIIIa light chain]	Homo sapiens (Human)	2351	F8
Q9NP95	FGF20_HUMAN	reviewed	Fibroblast growth factor 20 (FGF-20)	Homo sapiens (Human)	211	FGF20
Q14512	FGFP1_HUMAN	reviewed	Fibroblast growth factor-binding protein 1 (FGF-BP) (FGF-BP1) (FGF-binding protein 1) (FGFBP-1) (17 kDa heparin-binding growth factor-binding protein) (17 kDa HBGF-binding protein) (HBp17)	Homo sapiens (Human)	234	FGFBP1
Q08830	FGL1_HUMAN	reviewed	Fibrinogen-like protein 1 (HP-041) (Hepassocin) (Hepatocyte-derived fibrinogen-related protein 1) (HFREP-1) (Liver fibrinogen-related protein 1) (LFIRE-1)	Homo sapiens (Human)	312	FGL1
Q03591	FHR1_HUMAN	reviewed	Complement factor H-related protein 1 (FHR-1) (H factor-like protein 1) (H-factor-like 1) (H36)	Homo sapiens (Human)	330	CFHR1
Q8TAL6	FIBIN_HUMAN	reviewed	Fin bud initiation factor homolog	Homo sapiens (Human)	211	FIBIN
P02751	FINC_HUMAN	reviewed	Fibronectin (FN) (Cold-insoluble globulin) (CIG) [Cleaved into: Anastellin; Ugl-Y1; Ugl-Y2; Ugl-Y3]	Homo sapiens (Human)	2386	FN1
P15328	FOLR1_HUMAN	reviewed	Folate receptor alpha (FR-alpha) (Adult folate-binding protein) (FBP) (Folate receptor 1) (Folate receptor, adult) (KB cells FBP) (Ovarian tumor-associated antigen MOv18)	Homo sapiens (Human)	257	FOLR1
P01225	FSHB_HUMAN	reviewed	Follitropin subunit beta (Follicle-stimulating hormone beta subunit) (FSH-B) (FSH-beta) (Follitropin beta chain)	Homo sapiens (Human)	129	FSHB
Q8N475	FSTL5_HUMAN	reviewed	Follistatin-related protein 5 (Follistatin-like protein 5)	Homo sapiens (Human)	847	FSTL5
Q9BYJ0	FGFP2_HUMAN	reviewed	Fibroblast growth factor-binding protein 2 (FGF-BP2) (FGF-binding protein 2) (FGFBP-2) (37 kDa killer-specific secretory protein) (Ksp37) (HBp17-related protein) (HBp17-RP)	Homo sapiens (Human)	223	FGFBP2
P36980	FHR2_HUMAN	reviewed	Complement factor H-related protein 2 (FHR-2) (DDESK59) (H factor-like 3) (H factor-like protein 2)	Homo sapiens (Human)	270	CFHR2
Q92496	FHR4_HUMAN	reviewed	Complement factor H-related protein 4 (FHR-4)	Homo sapiens (Human)	578	CFHR4
P02671	FIBA_HUMAN	reviewed	Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A; Fibrinogen alpha chain]	Homo sapiens (Human)	866	FGA
P02675	FIBB_HUMAN	reviewed	Fibrinogen beta chain [Cleaved into: Fibrinopeptide B; Fibrinogen beta chain]	Homo sapiens (Human)	491	FGB
Q86VR8	FJX1_HUMAN	reviewed	Four-jointed box protein 1 (Four-jointed protein homolog)	Homo sapiens (Human)	437	FJX1
P41439	FOLR3_HUMAN	reviewed	Folate receptor gamma (FR-gamma) (Folate receptor 3)	Homo sapiens (Human)	243	FOLR3
P0C091	FREM3_HUMAN	reviewed	FRAS1-related extracellular matrix protein 3	Homo sapiens (Human)	2139	FREM3
O95633	FSTL3_HUMAN	reviewed	Follistatin-related protein 3 (Follistatin-like protein 3) (Follistatin-related gene protein)	Homo sapiens (Human)	263	FSTL3
P02771	FETA_HUMAN	reviewed	Alpha-fetoprotein (Alpha-1-fetoprotein) (Alpha-fetoglobulin)	Homo sapiens (Human)	609	AFP
Q9H9S5	FKRP_HUMAN	reviewed	Fukutin-related protein (EC 2.-.-.-)	Homo sapiens (Human)	495	FKRP
Q8NAU1	FNDC5_HUMAN	reviewed	Fibronectin type III domain-containing protein 5 (Fibronectin type III repeat-containing protein 2) [Cleaved into: Irisin]	Homo sapiens (Human)	212	FNDC5
Q12841	FSTL1_HUMAN	reviewed	Follistatin-related protein 1 (Follistatin-like protein 1)	Homo sapiens (Human)	308	FSTL1
Q6MZW2	FSTL4_HUMAN	reviewed	Follistatin-related protein 4 (Follistatin-like protein 4)	Homo sapiens (Human)	842	FSTL4
O60258	FGF17_HUMAN	reviewed	Fibroblast growth factor 17 (FGF-17)	Homo sapiens (Human)	216	FGF17
P09038	FGF2_HUMAN	reviewed	Fibroblast growth factor 2 (FGF-2) (Basic fibroblast growth factor) (bFGF) (Heparin-binding growth factor 2) (HBGF-2)	Homo sapiens (Human)	288	FGF2
O43155	FLRT2_HUMAN	reviewed	Leucine-rich repeat transmembrane protein FLRT2 (Fibronectin-like domain-containing leucine-rich transmembrane protein 2)	Homo sapiens (Human)	660	FLRT2
P21781	FGF7_HUMAN	reviewed	Fibroblast growth factor 7 (FGF-7) (Heparin-binding growth factor 7) (HBGF-7) (Keratinocyte growth factor)	Homo sapiens (Human)	194	FGF7
P31371	FGF9_HUMAN	reviewed	Fibroblast growth factor 9 (FGF-9) (Glia-activating factor) (GAF) (Heparin-binding growth factor 9) (HBGF-9)	Homo sapiens (Human)	208	FGF9
P21802	FGFR2_HUMAN	reviewed	Fibroblast growth factor receptor 2 (FGFR-2) (EC 2.7.10.1) (K-sam) (KGFR) (Keratinocyte growth factor receptor) (CD antigen CD332)	Homo sapiens (Human)	821	FGFR2
Q9NZU1	FLRT1_HUMAN	reviewed	Leucine-rich repeat transmembrane protein FLRT1 (Fibronectin-like domain-containing leucine-rich transmembrane protein 1)	Homo sapiens (Human)	646	FLRT1
P14207	FOLR2_HUMAN	reviewed	Folate receptor beta (FR-beta) (Folate receptor 2) (Folate receptor, fetal/placental) (Placental folate-binding protein) (FBP)	Homo sapiens (Human)	255	FOLR2
P19883	FST_HUMAN	reviewed	Follistatin (FS) (Activin-binding protein)	Homo sapiens (Human)	344	FST
O75636	FCN3_HUMAN	reviewed	Ficolin-3 (Collagen/fibrinogen domain-containing lectin 3 p35) (Collagen/fibrinogen domain-containing protein 3) (Hakata antigen)	Homo sapiens (Human)	299	FCN3
Q8NFU4	FDSCP_HUMAN	reviewed	Follicular dendritic cell secreted peptide (FDC secreted protein) (FDC-SP)	Homo sapiens (Human)	85	FDCSP
Q14314	FGL2_HUMAN	reviewed	Fibroleukin (Fibrinogen-like protein 2) (pT49)	Homo sapiens (Human)	439	FGL2
Q4ZHG4	FNDC1_HUMAN	reviewed	Fibronectin type III domain-containing protein 1 (Activation-associated cDNA protein) (Expressed in synovial lining protein)	Homo sapiens (Human)	1894	FNDC1
P08637	FCG3A_HUMAN	reviewed	Low affinity immunoglobulin gamma Fc region receptor III-A (CD16a antigen) (Fc-gamma RIII-alpha) (Fc-gamma RIII) (Fc-gamma RIIIa) (FcRIII) (FcRIIIa) (FcR-10) (IgG Fc receptor III-2) (CD antigen CD16a)	Homo sapiens (Human)	254	FCGR3A
Q9Y6R7	FCGBP_HUMAN	reviewed	IgGFc-binding protein (Fcgamma-binding protein antigen) (FcgammaBP)	Homo sapiens (Human)	5405	FCGBP
Q06828	FMOD_HUMAN	reviewed	Fibromodulin (FM) (Collagen-binding 59 kDa protein) (Keratan sulfate proteoglycan fibromodulin) (KSPG fibromodulin)	Homo sapiens (Human)	376	FMOD
P06744	G6PI_HUMAN	reviewed	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Autocrine motility factor) (AMF) (Neuroleukin) (NLK) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI) (Sperm antigen 36) (SA-36)	Homo sapiens (Human)	558	GPI
Q9UBS5	GABR1_HUMAN	reviewed	Gamma-aminobutyric acid type B receptor subunit 1 (GABA-B receptor 1) (GABA-B-R1) (GABA-BR1) (GABABR1) (Gb1)	Homo sapiens (Human)	961	GABBR1
Q14393	GAS6_HUMAN	reviewed	Growth arrest-specific protein 6 (GAS-6) (AXL receptor tyrosine kinase ligand)	Homo sapiens (Human)	721	GAS6
Q5VTL7	FNDC7_HUMAN	reviewed	Fibronectin type III domain-containing protein 7	Homo sapiens (Human)	733	FNDC7
Q9UBC7	GALP_HUMAN	reviewed	Galanin-like peptide	Homo sapiens (Human)	116	GALP
P01350	GAST_HUMAN	reviewed	Gastrin [Cleaved into: Gastrin-71 (Gastrin component I); Gastrin-52 (G52); Big gastrin (Gastrin component II) (Gastrin-34) (G34); Gastrin (Gastrin component III) (Gastrin-17) (G17); Gastrin-14 (G14); Gastrin-6 (G6)]	Homo sapiens (Human)	101	GAST
P22466	GALA_HUMAN	reviewed	Galanin peptides [Cleaved into: Galanin; Galanin message-associated peptide (GMAP)]	Homo sapiens (Human)	123	GAL
Q10472	GALT1_HUMAN	reviewed	Polypeptide N-acetylgalactosaminyltransferase 1 (EC 2.4.1.41) (Polypeptide GalNAc transferase 1) (GalNAc-T1) (pp-GaNTase 1) (Protein-UDP acetylgalactosaminyltransferase 1) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 1) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 1 soluble form]	Homo sapiens (Human)	559	GALNT1
P32455	GBP1_HUMAN	reviewed	Guanylate-binding protein 1 (EC 3.6.5.-) (GTP-binding protein 1) (GBP-1) (HuGBP-1) (Guanine nucleotide-binding protein 1) (Interferon-induced guanylate-binding protein 1)	Homo sapiens (Human)	592	GBP1
Q9GZZ7	GFRA4_HUMAN	reviewed	GDNF family receptor alpha-4 (GDNF receptor alpha-4) (GDNFR-alpha-4) (GFR-alpha-4) (Persephin receptor)	Homo sapiens (Human)	299	GFRA4
Q10471	GALT2_HUMAN	reviewed	Polypeptide N-acetylgalactosaminyltransferase 2 (EC 2.4.1.41) (Polypeptide GalNAc transferase 2) (GalNAc-T2) (pp-GaNTase 2) (Protein-UDP acetylgalactosaminyltransferase 2) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 2) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 2 soluble form]	Homo sapiens (Human)	571	GALNT2
P27539	GDF1_HUMAN	reviewed	Embryonic growth/differentiation factor 1 (GDF-1)	Homo sapiens (Human)	372	GDF1
Q9NR23	GDF3_HUMAN	reviewed	Growth/differentiation factor 3 (GDF-3)	Homo sapiens (Human)	364	GDF3
P39905	GDNF_HUMAN	reviewed	Glial cell line-derived neurotrophic factor (hGDNF) (Astrocyte-derived trophic factor) (ATF)	Homo sapiens (Human)	211	GDNF
Q5H8C1	FREM1_HUMAN	reviewed	FRAS1-related extracellular matrix protein 1 (Protein QBRICK)	Homo sapiens (Human)	2179	FREM1
P55107	GDF10_HUMAN	reviewed	Growth/differentiation factor 10 (GDF-10) (Bone morphogenetic protein 3B) (BMP-3B) (Bone-inducing protein) (BIP)	Homo sapiens (Human)	478	GDF10
O95390	GDF11_HUMAN	reviewed	Growth/differentiation factor 11 (GDF-11) (Bone morphogenetic protein 11) (BMP-11)	Homo sapiens (Human)	407	GDF11
Q7Z4P5	GDF7_HUMAN	reviewed	Growth/differentiation factor 7 (GDF-7)	Homo sapiens (Human)	450	GDF7
P07093	GDN_HUMAN	reviewed	Glia-derived nexin (GDN) (Peptidase inhibitor 7) (PI-7) (Protease nexin 1) (PN-1) (Protease nexin I) (Serpin E2)	Homo sapiens (Human)	398	SERPINE2
Q3B7J2	GFOD2_HUMAN	reviewed	Glucose-fructose oxidoreductase domain-containing protein 2 (EC 1.-.-.-)	Homo sapiens (Human)	385	GFOD2
P43026	GDF5_HUMAN	reviewed	Growth/differentiation factor 5 (GDF-5) (Bone morphogenetic protein 14) (BMP-14) (Cartilage-derived morphogenetic protein 1) (CDMP-1) (Lipopolysaccharide-associated protein 4) (LAP-4) (LPS-associated protein 4) (Radotermin)	Homo sapiens (Human)	501	GDF5
O14793	GDF8_HUMAN	reviewed	Growth/differentiation factor 8 (GDF-8) (Myostatin)	Homo sapiens (Human)	375	MSTN
Q86XP6	GKN2_HUMAN	reviewed	Gastrokine-2 (Blottin) (Down-regulated in gastric cancer) (Trefoil factor interactions(z) 1)	Homo sapiens (Human)	184	GKN2
Q92820	GGH_HUMAN	reviewed	Gamma-glutamyl hydrolase (EC 3.4.19.9) (Conjugase) (GH) (Gamma-Glu-X carboxypeptidase)	Homo sapiens (Human)	318	GGH
P01275	GLUC_HUMAN	reviewed	Glucagon [Cleaved into: Glicentin; Glicentin-related polypeptide (GRPP); Oxyntomodulin (OXM) (OXY); Glucagon; Glucagon-like peptide 1 (GLP-1) (Incretin hormone); Glucagon-like peptide 1(7-37) (GLP-1(7-37)); Glucagon-like peptide 1(7-36) (GLP-1(7-36)); Glucagon-like peptide 2 (GLP-2)]	Homo sapiens (Human)	180	GCG
Q9BTY2	FUCO2_HUMAN	reviewed	Plasma alpha-L-fucosidase (EC 3.2.1.51) (Alpha-L-fucoside fucohydrolase 2) (Alpha-L-fucosidase 2)	Homo sapiens (Human)	467	FUCA2
Q9NXC2	GFOD1_HUMAN	reviewed	Glucose-fructose oxidoreductase domain-containing protein 1 (EC 1.-.-.-)	Homo sapiens (Human)	390	GFOD1
Q99988	GDF15_HUMAN	reviewed	Growth/differentiation factor 15 (GDF-15) (Macrophage inhibitory cytokine 1) (MIC-1) (NSAID-activated gene 1 protein) (NAG-1) (NSAID-regulated gene 1 protein) (NRG-1) (Placental TGF-beta) (Placental bone morphogenetic protein) (Prostate differentiation factor)	Homo sapiens (Human)	308	GDF15
Q6KF10	GDF6_HUMAN	reviewed	Growth/differentiation factor 6 (GDF-6) (Bone morphogenetic protein 13) (BMP-13) (Growth/differentiation factor 16)	Homo sapiens (Human)	455	GDF6
P06396	GELS_HUMAN	reviewed	Gelsolin (AGEL) (Actin-depolymerizing factor) (ADF) (Brevin)	Homo sapiens (Human)	782	GSN
Q9UBU3	GHRL_HUMAN	reviewed	Appetite-regulating hormone (Growth hormone secretagogue) (Growth hormone-releasing peptide) (Motilin-related peptide) (Protein M46) [Cleaved into: Ghrelin-27; Ghrelin-28 (Ghrelin); Obestatin]	Homo sapiens (Human)	117	GHRL
O60383	GDF9_HUMAN	reviewed	Growth/differentiation factor 9 (GDF-9)	Homo sapiens (Human)	454	GDF9
P13284	GILT_HUMAN	reviewed	Gamma-interferon-inducible lysosomal thiol reductase (EC 1.8.-.-) (Gamma-interferon-inducible protein IP-30) (Legumaturain)	Homo sapiens (Human)	250	IFI30
Q9NS71	GKN1_HUMAN	reviewed	Gastrokine-1 (18 kDa antrum mucosa protein) (AMP-18) (Protein CA11)	Homo sapiens (Human)	199	GKN1
P0CG01	GKN3_HUMAN	reviewed	Gastrokine-3	Homo sapiens (Human)	181	GKN3P
Q6ZMI3	GLDN_HUMAN	reviewed	Gliomedin [Cleaved into: Gliomedin shedded ectodomain]	Homo sapiens (Human)	551	GLDN
Q9UK05	GDF2_HUMAN	reviewed	Growth/differentiation factor 2 (GDF-2) (Bone morphogenetic protein 9) (BMP-9)	Homo sapiens (Human)	429	GDF2
P10912	GHR_HUMAN	reviewed	Growth hormone receptor (GH receptor) (Somatotropin receptor) [Cleaved into: Growth hormone-binding protein (GH-binding protein) (GHBP) (Serum-binding protein)]	Homo sapiens (Human)	638	GHR
Q99075	HBEGF_HUMAN	reviewed	Proheparin-binding EGF-like growth factor [Cleaved into: Heparin-binding EGF-like growth factor (HB-EGF) (HBEGF) (Diphtheria toxin receptor) (DT-R)]	Homo sapiens (Human)	208	HBEGF
Q9ULI3	HEG1_HUMAN	reviewed	Protein HEG homolog 1	Homo sapiens (Human)	1381	HEG1
O43555	GON2_HUMAN	reviewed	Progonadoliberin-2 (Progonadoliberin II) [Cleaved into: Gonadoliberin-2 (Gonadoliberin II) (Gonadotropin-releasing hormone II) (GnRH II) (Luliberin II) (Luteinizing hormone-releasing hormone II) (LH-RH II); GnRH-associated peptide 2 (GnRH-associated peptide II)]	Homo sapiens (Human)	120	GNRH2
Q8N158	GPC2_HUMAN	reviewed	Glypican-2 [Cleaved into: Secreted glypican-2]	Homo sapiens (Human)	579	GPC2
P78333	GPC5_HUMAN	reviewed	Glypican-5 [Cleaved into: Secreted glypican-5]	Homo sapiens (Human)	572	GPC5
